time,half,normand,stull,third
2015-01-01 00:54:00,1.9499999999999993,4.259076507259248,4.149610609409573,5.366666666666666
2015-01-01 01:54:00,0.8500000000000001,2.150399816223545,1.73003391389717,2.8000000000000003
2015-01-01 02:54:00,-0.25,1.2354037185463607,0.7957821877530229,1.6999999999999997
2015-01-01 03:54:00,-0.8499999999999999,0.39721696052149236,-0.14861557154923144,0.7333333333333332
2015-01-01 04:54:00,-0.8500000000000001,0.7353077676204611,0.2876873390255108,1.0999999999999996
2015-01-01 05:54:00,-1.1,1.1733146965031978,0.9058106227327496,1.5
2015-01-01 06:54:00,-0.8000000000000003,1.3090027953723755,1.0174173775254385,1.7000000000000002
2015-01-01 07:54:00,-1.3500000000000005,0.6832137181032834,0.3390010524927085,0.9666666666666663
2015-01-01 08:54:00,-0.5500000000000003,1.075442915255169,0.662344487552847,1.4999999999999996
2015-01-01 09:54:00,0.0,1.3685366794433325,0.9116513361304408,1.8666666666666665
2015-01-01 10:54:00,-1.15,0.38717711295544627,-0.09057999878721468,0.7000000000000002
2015-01-01 11:54:00,-1.15,0.386945846068612,-0.09057999878721468,0.7000000000000002
2015-01-01 12:54:00,-1.15,0.38602049774830255,-0.09057999878721468,0.7000000000000002
2015-01-01 13:54:00,-1.4,0.2583247900960689,-0.19824288317063843,0.5333333333333337
2015-01-01 14:54:00,-1.65,-0.38946937594639774,-0.9694704395260683,-0.16666666666666674
2015-01-01 15:54:00,-1.15,0.04643698070005242,-0.5264309062023482,0.33333333333333326
2015-01-01 16:54:00,1.1,2.428500585805465,2.030931645542216,3.1333333333333333
2015-01-01 17:54:00,1.3999999999999995,3.7001927270041017,3.558304270056473,4.633333333333333
2015-01-01 18:54:00,1.3500000000000005,4.371524573166371,4.257191117236134,5.333333333333334
2015-01-01 19:54:00,1.9500000000000002,4.781876348262714,4.67581303769046,5.933333333333333
2015-01-01 20:54:00,2.2,4.6953339707569635,4.596828244508643,5.9
2015-01-01 21:54:00,1.3500000000000005,4.365158155610654,4.257191117236134,5.333333333333334
2015-01-01 22:54:00,5.0,6.045168370961792,5.917780534644544,7.7666666666666675
2015-01-01 23:54:00,4.75,5.804182297891763,5.651670295517224,7.433333333333334
2015-01-02 00:54:00,4.75,5.5879373431810295,5.354737049322901,7.0666666666666655
2015-01-02 01:54:00,3.3499999999999996,3.957642807852632,3.485066943825986,4.833333333333332
2015-01-02 02:54:00,1.9499999999999997,2.572108521239677,2.020092459563166,3.166666666666666
